text;class
Daje wam swój pot i daje wam swój krzyż;metal
Którym przebije wasze gardła;metal
Jestem ogniem, więc płoń, więc płoń;metal
Jestem ogniem, więc płoń, więc płoń;metal
Jestem głosem (RY) który zawsze szedł za ciosem;metal
(RY) Idzie nadal od ponad dziesięciu wiosen;metal
Sam sobie bossem kieruje swym losem;metal
Brat rzucam słowami bo wciąż w duszy gra mi rap;metal
Ten głos to gardła tysiąca wiary;metal
Typy i szpary twardzi jak "Brudny Harry";metal
Brakuje ci pary nie paraj się rapem;metal
Stary zostaw to głosom po których masz ciary;metal
Tutaj młodzież ma płyt sterty rapu;metal
Po raz enty idą do Eskulapu;metal
Przedtem flacha na pół tytka na pół;metal
Potem przy barze jakaś wóda albo napój;metal
Kochamy to na zabój jest nas tu masa;metal
Ten ogień w nas nie wygasa trzymam się zasad;metal
Tego miejsca nie zamieniłbym na nic;metal
Niech ten głos niesie się echem nad dachami;metal
Nie tylko z Poznania nie tylko z naszych podwórek;metal
Całej Wielkopolski głos krzyczy dzisiaj chórem;metal
Świadome wersy słowa płyną jednym nurtem;metal
Wiemy ze pomogły nie jednemu ogarnąć ten burdel;metal
Jeśli to ci daje siłę nas napędza to podwójnie;metal
Ostatnia deska ratunku żeby wyciągnąć cię z bagna;metal
Uzależnieni lecz nie w kolejce do Monaru;metal
Nie umrzemy przez rap lecz dla niego chłopaku;metal
Ej głos Wielkopolski głosowe struny miast;metal
Wszyscy wstają równo gdy dotkniesz jednego z nas;metal
To nasz czas i chwytam setne sekundy;metal
RPS, SLU, BOR to powód do dumy;metal
Tutaj w chuj ekip to klasyka gatunku;metal
Odsuwamy frajerów jedziemy na jednym wózku;metal
Nie pierdole się wcale i miażdżę jak Dresta;metal
Jak cała reszta graczy tu na jednym podkładzie;metal
Tradycyjnie nie ściągamy giry z gazu;metal
Nikt tu nie marnuje czasu pełen ból;metal
Zachodnia strona Polski zaatakowała znowu;metal
Masz tu kolejny dowód nie sprawiliśmy zawodu;metal
Nieśmiertelna pasja rap jebać niekumatych łohów;metal
Z tą wrodzoną klasą prawdziwy jak Richie Rich;metal
To fakt nie żaden kit kozak jak Cormega z Queen;metal
Oto głos wielkopolski czyli głos tych wygranych;metal
To mój własny wybór nikt nie kazał mi tu stać;metal
Kiedy mówię o nim czuje smak dumy w ustach;metal
Nie ma mnie bez niego nie ma go beze mnie;metal
Ziomek to podwórko na dobre siedzi we mnie;metal
Mam jedno pochodzenie które kocham bezgranicznie;metal
Miłość do korzeni o której mówię notorycznie;metal
Moje pochodzenie notorycznie mnie nakręca;metal
To głos Wielkopolski krzyk ogromnego serca;metal
Co by się nie działo stanę murem za tym rynkiem;metal
Jak dzieci mego miasta w obronie za językiem;metal
A cała przyjemność zostanie po mej stronie;metal
Bo zawsze ją odczuwam gdy mówię o betonie;metal
Beton w którym żyje to nie tylko miejsce;metal
W moim gronie pochodzenie znaczy więcej;metal
Mówią o mnie dobra morda, patriota mają rację;metal
Ja niosę na podwórko ziom dziś Reedukacje;metal
Dziś ze mną klika z tego miasta rap centralnie;metal
Masz tu niebanalne połączenie kilku graczy;metal
I możesz tylko pomarzyć o skali działań synek;metal
Szczera kooperacja wprost na Wielkopolski rynek;metal
Chociaż dawno ziomuś rozszerzyłem teren działań;metal
Peja to raper z poznania co rzucił kraj na kolana;metal
Tak od lat głosi fama lecz to nie najważniejsze;metal
Bo znam swoje miejsce, wartość bo wiem kim jestem;metal
To nie machine gun funk to Łazarski folk;metal
Mówi Kobra gruby MC jak Buddha Monk;metal
Skurwysyny mają gula P do N jestem stąd!;metal
Kumasz dziś mamy głos ludzie chcą nas na żywo;metal
DJ daj to na wosk płynie flow to paliwo dla nas;metal
To idzie w Polske ale ma korzenie tutaj;metal
To jest proste my będziemy tu zawsze jak Wu-Tang;metal
Tu kilku nadal myśli że są hot jak Mills;metal
Ja jak Jadakiss zostawię ich tam gdzie stoją;metal
Ze mną SLU i banda skurwysynów czeka oiom;metal
To miasto żyje rapem ten kraj żyje rapem;metal
Mam ten haj wiem komu mogę podać łape;metal
Chuj z całą resztą jeśli czuje fałsz z dala;metal
W sercu rap po całości Poznaniak z krwi i kości;metal
Nagrywamy ten track przy tym nie tracąc godności;metal
Tak już od wielu lat zachowany prawdziwości;metal
Nie wiem jak ty ale ja bez bujanki na skromności;metal
Trafiamy do ogółu zaczynając od jednostki;metal
Dla nas puki są z muzą nie z brukową prasą kioski;metal
Zachodnia część polski mamy rymy przekaz prosty;metal
Słuchają tego młodzi ludzie ale też dorośli;metal
Wyrośli na tej muzie pokolenia głos donośny;metal
Postaw na oknie głośnik i rozpierdol vol na ful;metal
Każdemu tego życzę po to jesteśmy tu;metal
Na dzielnicy głosem Wielkopolski razem z SLU;metal
Jeśli żle o nas myślałeś zredukuj pogląd swój;metal
Łohoho nadchodzi szalony Glon;metal
Jestem stąd prosto z osiedla ziom;metal
Bunt i młodość to ma moc;metal
W tej grze z wyboru w tej grze z przyczyny;metal
W 89 mnie trafiło i jestem postrzelony;metal
Od tego brzmienia mocno uzależniony;metal
Władam wersem palę mikrofony;metal
Teraz żaden Ikar nie podskoczy;metal
Chciałeś i masz ze mną moje ziomy;metal
Punkt widzenia różny sąsiednie rejony;metal
Spójrz jak muzyka nas jednoczy;metal
Tak zawsze tu wracamy;metal
Poznański brud we krwi mamy;metal
O korzenie dbamy, o tradycje dbamy;metal
Mordy z pod zielonej gwiazdy;metal
SPP zepsuć się nie damy;metal
Głosimy prawdy jak przeżyć na ulicy;metal
I miłości do muzyki;metal
Chociaż nie jesteśmy nieomylni;metal
Promyk światła w miejskiej dżungli;metal
Rap generacji synem ciągle wąs pod nosem;metal
Ze złem walczę wersem jestem z dzielni głosem;metal
Ulotna jak sen i rzadka jak los;metal
Daj mi jeden dzień, daj mi jedną noc;metal
Jak jeden człowiek może zmienić coś;metal
Chcę już złapać wdech, ale tlenu brak bo...;metal
Marzę o Tobie nocą, uciekasz mi jak pociąg;metal
Wspomnienia za mną kroczą;metal
A ja chciałbym je cofnąć;metal
Wszystko działo się tak szybko;metal
Wbiegam na peron zmęczony;metal
Jak to dobrze, że ten pociąg;metal
Także został opóźniony;metal
Usiadłem na wolnej ławce;metal
Położyłem wielką torbę;metal
I nagle podeszłaś Ty;metal
Bo to w sumie była prawda;metal
Nawet jakby to był fałsz;metal
No to byłaś taka ładna;metal
Żebym nie odmówił;metal
Zapomniałem się przedstawić;metal
"O pardonsik!" jestem Karol;metal
Dobry chłopak z zasadami;metal
Między nami chemia;metal
Bo ten żart był niebanalny;metal
Cały się zaczerwieniłem;metal
Papierek uniwersalny;metal
I wpatrzony w Twoje oczy;metal
Mam w głowie myśli tysiące;metal
Dokąd zmierzasz i czy zmierzasz;metal
Na ten sam dworzec;metal
Minęła już dłuższa chwila;metal
Zanim coś wydukaliśmy;metal
Zaproponowałaś gumę;metal
Wziąłem, nie jestem kapryśny;metal
Zapytałem Cię o imię;metal
Trafiony amora strzałem;metal
Jednak już podjechał pociąg;metal
No i nic nie usłyszałem;metal
Ulotna jak sen i rzadka jak los;metal
Daj mi jeden dzień, daj mi jedną noc;metal
Jak jeden człowiek może zmienić coś;metal
Chcę już złapać wdech, ale tlenu brak bo...;metal
Marzę o Tobie nocą, uciekasz mi jak pociąg;metal
Wspomnienia za mną kroczą;metal
A ja chciałbym je cofnąć;metal
I siedzimy już w wagonie;metal
Wpatrujemy się we dwoje;metal
Minęły już dwa postoje;metal
Miałaś tyle do gadania;metal
Ja słuchałem Ciebie mała;metal
Byłaś dzika dla mnie;metal
Jak jagody wilcze;metal
Mówiłaś o swojej pasji;metal
W tańcach, konkursach startujesz;metal
Że masz dwójkę młodych braci;metal
I się nimi opiekujesz;metal
Dobrze znasz matematykę;metal
Lubisz imprezować w klubach;metal
Yyy Algebra Boole'a;metal
Zapytałaś mnie o pasję;metal
Mówię Ci, że gram w teatrze;metal
To Ci strasznie imponowało;metal
Chciałaś żebym coś odegrał;metal
Ale byliśmy w pociągu;metal
Więc następnym razem;metal
Poproś mnie śmiało;metal
Zaprosiłem Cię na występ;metal
Miał być grany jeden raz;metal
Ale przeprosiłaś mówiąc;metal
Że to ze względu na czas;metal
Chciałaś zrobić ze mną fotę;metal
I odpaliłaś Snapchata;metal
I dodałaś śmieszny film;metal
I wysłałaś to do brata;metal
Że uwielbiasz lemoniadę;metal
I ubóstwiasz czekoladę;metal
No bo byłaś taka słodka;metal
Gdybyś została jabłkiem;metal
I urosła mi na drzewie;metal
Pyszniutka szarlotka;metal
Dojeżdżałem już do siebie;metal
Całusek na do widzenia;metal
Ostatnia wymiana zdań;metal
I smak rozstania cierpienia;metal
I zabrałaś swoją torbę;metal
Szybciutko wstając z siedzenia;metal
Nagle sobie przypomniałem;metal
Nie słyszałem jej imienia;metal
Ulotna jak sen i rzadka jak los;metal
Daj mi jeden dzień, daj mi jedną noc;metal
Jak jeden człowiek może zmienić coś;metal
Chcę już złapać wdech, ale tlenu brak bo...;metal
Marzę o Tobie nocą, uciekasz mi jak pociąg;metal
Wspomnienia za mną kroczą;metal
A ja chciałbym je cofnąć;metal
I tylko serce bije tak jak być powinno;metal
Kwiat miłości rozkwita w świetle uczuć;metal
I w nim też usycha;metal
Gdy nadejdzie czas by odbyć ostatnią podróż;metal
Będę myślał o Tobie;metal
Zbici z lodu, twardzi jak stal;metal
A mimo to ich serca tak wątłe są;metal
Tacy delikatni lecz ranimy siebie wciąż;metal
Kwiat miłości rozkwita w świetle uczuć;metal
I w nim też usycha;metal
Gdy nadejdzie czas by odbyć ostatnią podróż;metal
Będę myślał o Tobie;metal
Wiem, ze to fakty, a nie jakies brednie;metal
Wiec wielka nadzieja budzi sie we mnie;metal
Gdy slucham ich bardzo uczciwie;metal
Gdy mowia jak powinienem zyc;metal
Stosuje sie do tego wszystkiego;metal
Aby dobrym czlowiekiem w przyszlosci byc;metal
I zastanawiam sie nad swoja przeszloscia;metal
Nad kazda przyjaznia, nad kazda miloscia;metal
I staram sie wyciagac z nich wnioski;metal
Aby kolejne lata nie niosly beztroski;metal
Aby spedzic swoje zycie myslac i dawajac;metal
A nie tylko chcac;metal
I spogladam w lustro, czy widze egoiste?;metal
Gdy dostrzege go, to w refleksjach przysne;metal
Przez dawanie serca stawanie sie lepszym;metal
W pomaganiu innym bycie pierwszym;metal
Wiesz, traktuje ja na powaznie;metal
Chociaz nie widze jej zbyt wyraznie;metal
Ale wiem, ze warto zadbac o nia;metal
Moja przyszlosc buduje teraz swoja dlonia;metal
Kazdy czyn ma wplyw na to jakim sie stane;metal
Wiec patrze co robie, by zycie zagrane;metal
Pieknie bylo, o to teraz dbam;metal
Cale czas swe serce w to wkladam;metal
Abym w przyszlosci byl szczesliwy;metal
Bez klamania siebie, nie na niby;metal
Bo sam nie dam sobie rady, o tym dobrze wiecie;metal
Ze najgorsze w zyciu to samotnym byc;metal
A ja nie chce jak inni w samotnosci zyc;metal
Chociaz w tlumie to jednak sami;metal
Nie chce zyc jak ci przegrani;metal
Z druga osoba na koniec swiata;metal
Mysl o wlasnej rodzinie me serce lata, wiesz...;metal
Wiec teraz solidnie sie przygotowuje;metal
Wiem, ze czasu mego nie marnuje;metal
Gdyz mej przyszlej rodziny fundamenty buduje;metal
Ciesze sie, ze od tych spraw nie abstrahuje;metal
Teraz na kanapie, ciekawy swiata;metal
Wiem, ze za jakis czas los mnie z kims zeswata;metal
W nagrode za obecne trudy;metal
Nagrodzi mnie, nigdy nie bede czul nudy;metal
Bo szczesciem i bliskimi bede zyl dzien za dniem;metal
Ciesze sie, gdyz to rzecz, o ktorej wiem;metal
Ze ktos kiedys doceni mnie starania;metal
Już ci mówiłem zażyłem narkotyk i płonie mi krew;metal
Trzydzieści pięć;metal
Trzydzieści pięć;metal
Trzydzieści pięć;metal
Trzydzieści pięć;metal
Weszłeś do pokoju;metal
Gdy słuchałem Slayera;metal
Kazałeś przełączyć;metal
Na Georgea Michaela;metal
Tłumaczysz się głupio;metal
Że nie chcesz podziałów;metal
Horyzont Twój sięga;metal
Poza nurt metalu;metal
Jakiś czas temu to zauważyłem;metal
Czarne koszulki na białe zmieniłeś;metal
A miałem Cię kiedyś, za swojego brata;metal
Słuchaliśmy razem Maidenów i KATa;metal
Nie nosisz glanów;metal
Stałeś się dla mnie;metal
Bez żalu oddałeś;metal
Win marki WINO już wcale nie pijesz;metal
I coś za często ostatnio się myjesz;metal
Wyprułeś z plecaka naszywki w czachy;metal
Podobno nawet ogoliłeś pachy;metal
Myślałem, że Metal kochasz nad życie;metal
Czuję się jak Jarosław zdradzony o świcie;metal
Rytm ciężki już w Twoim sercu nie stuka;metal
Usuwam Cię ze znajomych z facebooka;metal
Nie nosisz glanów;metal
Stałeś się dla mnie;metal
Bez żalu oddałeś;metal
Matce na szmaty (x2);metal
Zaufałem tylko raz;metal
Starą ranę zabliźnił czas;metal
Zapomniałem kto z nas wtedy;metal
Wtedy zadał pierwszy cios;metal
Cały czas czekałem kiedy;metal
Kiedy pęknie w Tobie coś;metal
Gdy tęsknota walczyła z żalem;metal
Wyciągnąłem swoją dłoń;metal
Nie mogę zrobić więcej nic;metal
Tak! jak Ty nie zranił mnie naprawdę nigdy nikt!;metal
Tak! jak Ty nie zranił mnie naprawdę nigdy nikt!;metal
Zaufałem tylko raz;metal
Tak bezbronnie i naiwnie;metal
Jak niewinne dziecko odbiera świat;metal
Nie widzi krzywd;metal
Tak bardzo tego chciałem;metal
Żeby los odmienił w Tobie coś;metal
Zatopiłem w niepamięci resztki chwil;metal
Nie mogę zrobić więcej nic. Nie mogę. Nie mogę;metal
Nie mogę zrobić więcej nic!;metal
Tak! Jak Ty nie zranił mnie naprawdę nigdy nikt!;metal
Ojcze, nigdy nie będę taki jak Ty!;metal
Nigdy! Nie będę taki jak Ty!;metal
I never thought this day would be;metal
Anything but catastrophe!;metal
But suddenly I begin to see;metal
A bit of good luck for me;metal
'Cause I've got a golden ticket;metal
I've got a golden twinkle in my eye;metal
That I'd be coming home today;metal
With something good, something gold;metal
Something special, that I can hold;metal
Just as you planned;metal
The final golden ticket's in my hand!;metal
Joe! Are you alright?;metal
He's white as a sheet!;metal
Grandpa Joe! Say something!;metal
Charlie, you and I;metal
We made something out of nothing;metal
You and me, Charlie;metal
We saw things that weren't there;metal
Charlie, you and I;metal
Wondered how but never why;metal
Yes, me and you, Charlie;metal
Charlie, you and I;metal
But, Joe, you can't walk;metal
This is all the miracle my old legs needed;metal
I never had a chance to shine;metal
Never a happy song to sing;metal
But suddenly half the world is mine;metal
What an amazing thing!;metal
'Cause I've got a golden ticket;metal
I've got a golden sun up in my sky;metal
I never thought I'd see the day;metal
Look at the sun!;metal
I never thought that I would be;metal
Slapping the lap of luxury;metal
'Cus they'd have said;metal
"It shouldn't be done!";metal
Bring me my jacket!;metal
But it can be done!;metal
That I would climb;metal
Over the moon in ecstasy;metal
But nevertheless, it's there that I'm;metal
Shortly about to be;metal
'Cause we've got a golden ticket!;metal
We've got a golden ticket!;metal
We've got a golden chance to make our way!;metal
And with a golden ticket, it's a golden day!;metal
We never thought we'd see the day;metal
Look at the sun!;metal
I never thought that I would be;metal
Dancing about for all to see;metal
'Cause they all thought I was better off dead;metal
But I got out of bed!;metal
We'd never dreamed that we'd appear;metal
Over the moon in ecstasy;metal
But nevertheless, it's there that we're;metal
Shortly about to be;metal
'Cause we've got a golden ticket!;metal
Oh, Charlie, your father would be so proud!;metal
We've got a golden chance to make our way!;metal
And with a golden ticket, it's a golden day!;metal
Abyssus.. Abyssum.. Invocat..;metal
Abyssus.. Abyssum.. Invocat..;metal
Pokłon MARSylianie!;metal
Kapelusze w dół!;metal
W Niebieskim Rydwanie wjeżdża Anioł z true..;metal
.. metalowym graniem!;metal
Stal zapiera dech!;metal
Będzie ciął i płatał zgodnie z treścią klechd..;metal
Ziemia.. Halo Ziemia!;metal
Dla niektórych – wybawieniem..;metal
Innym – czas nie uprzyjemnia..;metal
.. bo Sybilla.. Possibilla..;metal
.. nie okłamie – Nie to NIE;metal
Przepowiednia.. Przepowiednia!;metal
Świetlana – dla niektórych..;metal
.. za to innym – Ściemna!;metal
Abyssus.. Abyssum.. Invocat..;metal
Pokłon MARSylIANIE!;metal
Kapelusze w dół!;metal
W BIESKIM Karawanie wjeżdża Anioł z true…;metal
.. Metalowym Draniem!;metal
Stal zabiera wdech!;metal
Będzie ciął i płatał gości ŚmierciŚmiech..;metal
Bez (z)rozumienia!;metal
Bez wytchnienia!;metal
Bez uwielbienia!;metal
A Sybilla.. Possibilla!;metal
Nie okłamie – Nie to NIE!;metal
Przepowiednia.. Przepowiednia!;metal
Świetlana – dla niektórych..;metal
.. za to innym – śCIEMNA!;metal
To Kali PSOTNA..;metal
.. otwiera Dantego Krąg!;metal
Boska Kali jest doprawdy straszNieGrzeszna!;metal
.. nie będzie tu kolorowo..;metal
.. bo Sybilla–Possibilla..;metal
.. nie okłamie, nie..;metal
Tonie.. TONIE IDYLLA!;metal
Przepowiednia.. PRZEPOWIEDNIA!;metal
ŚWIETLANA – dla niektórych..;metal
.. za to innym – ŚCIEMNA!;metal
ATUT Marsylianie!;metal
Na Katowskim Vanie – nowy RobesPIERre..;metal
.. DOgoLONY zgrabnie jak KOSa srebrnoczerwONA..;metal
.. wnet opadNieŁadNieZiemskiPech..;metal
TEGO właśnie chcecie – nowej mocy kran!;metal
ZARAZ go połkniecie, to obiecać wam..;metal
MOGĘ zrobić wszystko!;metal
Patrz jak celnie GRAm!;metal
Trzeba DOOMnie przyznać..;metal
.. niepokornie TRWAm..;metal
KAr .. ma.. ge.. Doom..;metal
Idziesz po bruku duszy swej;metal
W głąb mar - oplutych szczątków mogił;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Pod klasztorami klątw;metal
W jaskini grzechu - czyściec Twój;metal
Martwa noc, martwa noc, martwa noc;metal
Kiedy Bóg wyparł się;metal
Wykradłeś mu swój los;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Śpisz jak kamień;metal
Kamień, kamień, kamień, kamień;metal
Chcę byś płynął w moich żyłach;discopolo
By ta noc się nie skończyła;discopolo
Podaruj mi swój oddech namiętności;discopolo
Niech inne dziś zazdroszczą mi;discopolo
Serce moje płacze;discopolo
Wspólne chwile nasze;discopolo
Dziś nieprawdą nazwać chcę;discopolo
Właśnie kończy się;discopolo
O nas film na czarno białym tle;discopolo
Z kim się dzisiaj bawisz;discopolo
Komplementy prawisz;discopolo
Kto podziwia ciało twe;discopolo
Dałaś by przede mną chował je;discopolo
Chcę byś płynął w moich żyłach;discopolo
By ta noc się nie skończyła;discopolo
Podaruj mi swój oddech namiętności;discopolo
Niech inne dziś zazdroszczą mi;discopolo
Chcę byś płyną w moich żyłach;discopolo
Po kawałku mnie odkrywał;discopolo
Nie powstrzymuj się;discopolo
Jedynie tego pragnę;discopolo
Dziś tego chcę, tego chcę;discopolo
Noc bezsennych zdarzeń;discopolo
Gdy byliśmy razem;discopolo
Czas wymazać z naszych serc;discopolo
To już koniec jest;discopolo
Fotografii pełnych naszych łez;discopolo
Z innym już się bawisz;discopolo
Bez kontroli granic;discopolo
Po co słowa, w których chcesz;discopolo
Być tak blisko mnie;discopolo
Nie mam nas więc po co patrzeć w wstecz;discopolo
Chcę byś płynął w moich żyłach;discopolo
By ta noc się nie skończyła;discopolo
Podaruj mi swój oddech namiętności;discopolo
Niech inne dziś zazdroszczą mi;discopolo
Chcę byś płyną w moich żyłach;discopolo
Po kawałku mnie odkrywał;discopolo
Nie powstrzymuj się;discopolo
Jedynie tego pragnę;discopolo
Dziś tego chcę, tego chcę;discopolo
Chcę byś płynął w moich żyłach;discopolo
W moich żyłach, w twoim miejscu;discopolo
W moich żyłach, w twoim miejscu;discopolo
Chcę byś płyną w moich żyłach;discopolo
By ta noc się nie skończyła;discopolo
Podaruj mi swój oddech namiętności;discopolo
Niech inne dziś zazdroszczą mi;discopolo
Chcę byś płyną w moich żyłach;discopolo
Po kawałku mnie odkrywał;discopolo
Nie powstrzymuj się;discopolo
Jedynie tego pragnę;discopolo
Dziś tego chcę, tego chcę;discopolo
Wjeżdża taki numer i wtedy żyć chcę;discopolo
To chciałbym do niego klip, słońce wody po kres;discopolo
Że stoimy se pod plamą, oh, wait!;discopolo
Wszyscy zdrowi? Nieważne co wlali w gardła;discopolo
Dzieci piątku ale 10 punktów w skali Apgar;discopolo
Radko Aktywny, może jakieś sporty zrobię;discopolo
Canto Cantare, no wsiadajcie pozwiedzajmy;discopolo
Samolotem, samolotem, samolotem;discopolo
Cudnie, cudnie, mamy tu czasu w kurwe;discopolo
Skup się, wszystko odbywa się tam i później;discopolo
I nie mów mi z czego mogę żartować jak mam wolne;discopolo
Nie smuci mnie nawet twoja żałoba za paznokciem;discopolo
Czuje, że żyję, kieruj na mnie kamery;discopolo
Jestem gościem, który zapinał babkę na wieży;discopolo
Spokojniej, dziś nabieram powietrza;discopolo
Powoli się streszczam, spięcia dość;discopolo
Tak niewiele nam potrzeba do szczęścia;discopolo
Choć wiele do wzięcia jest, pełna moc!;discopolo
Kiedy jak nie teraz? Czas chęci nabierać;discopolo
Życie ćpać bo to kręci nas teraz man;discopolo
Garściami zbieram, ja w to życie gram dziś;discopolo
Smaku nabiera tak, że aż chce się żyć;discopolo
Czas leci, przyśpiesza i nie ma litości;discopolo
A umiesz slowmo, na sto klatek;discopolo
Z serca, z pasji, z miłości, nie dla sławy;discopolo
To DrySkul, Tomson, Bezczel i Dwa Sławy;discopolo
Flow płynie jak na fali, tu pot płynie i bas wali;discopolo
Chce mi się żyć, mam gruby plan na to;discopolo
Nie naucze Cie jak żyć, ale pozwól ze powiem coś;discopolo
A jak już zrobię sos, wybuduję sobie pałac;discopolo
Spokojniej, dziś nabieram powietrza;discopolo
Powoli się streszczam, spięcia dość;discopolo
Tak niewiele nam potrzeba do szczęścia;discopolo
Choć wiele do wzięcia jest, pełna moc!;discopolo
Kiedy jak nie teraz? Czas chęci nabierać;discopolo
Życie ćpać bo to kręci nas teraz man;discopolo
Garściami zbieram, ja w to życie gram dziś;discopolo
Smaku nabiera tak, że aż chce się żyć;discopolo
Kto to taki rozentuzjazmowany;discopolo
Czyje wyjebane jaja w słońcu skąpane;discopolo
Jak obierałem cele nieprzychylni się śmiali;discopolo
Dziś okupują celę, ja obieram papaję;discopolo
Tego trzeba było mi;discopolo
Jest mokra, miękka, słodka, mam deja vu;discopolo
Przed nami tyle miejsc;discopolo
Tyle szczęścia i miłości;discopolo
Chcemy tak bardzo żyć gdy umieramy z ciekawości;discopolo
Życie to suka, przecieka przez palce, ale to nic;discopolo
Zdobyłem odpowiedni numer;discopolo
I wydzwaniam hycla;discopolo
Jeżeli umrę to stylowo, skoki ze skały na główkę;discopolo
Czy to jawa czy sen, niech ktoś mnie uszczypnie;discopolo
Na pewno nie lawa, tu nie ma wulkanów;discopolo
Ale i tak Jest ślicznie;discopolo
YOLO mordeczko YOLO;discopolo
Nigdy nie wiesz co się zdarzy;discopolo
Dostałem od życia guzik;discopolo
Sam znalazłem kominiarzy!;discopolo
Spokojniej, dziś nabieram powietrza;discopolo
Powoli się streszczam, spięcia dość;discopolo
Tak niewiele nam potrzeba do szczęścia;discopolo
Choć wiele do wzięcia jest, pełna moc!;discopolo
Kiedy jak nie teraz? Czas chęci nabierać;discopolo
Życie ćpać bo to kręci nas teraz man;discopolo
Garściami zbieram, ja w to życie gram dziś;discopolo
Smaku nabiera tak, że aż chce się żyć;discopolo
Wypaliłem dziś już ze trzy papierosy i co?;discopolo
Dopalam jointa, chyba lubię ten mrok;discopolo
Daj mi jeden oddech, dawaj siebie ciągle;discopolo
Życie zawróciło w głowie mi, jak Rollercoaster;discopolo
Dziś to robisz Ty, tylko otrzyj łzy;discopolo
Zaraz będzie dobrze, wszystko będzie dobrze;discopolo
Daj mi jeden oddech, dawaj siebie ciągle;discopolo
Życie zawróciło w głowie mi, jak Rollercoaster;discopolo
Dziś to robisz Ty, tylko otrzyj łzy;discopolo
Zaraz będzie dobrze;discopolo
Nie żyję w ogóle, jak moi kumple z liceum!;discopolo
Życie tak szybkie, aż szkoda mi, żeby minęło;discopolo
Ważne, żeby nie minęło mej drogi do celu!;discopolo
Nie żyję w ogóle, jak moi kumple z liceum;discopolo
Nie żyję w ogóle, jak moi kumple z liceum, nie;discopolo
Życie tak szybkie, aż szkoda mi, żeby minęło;discopolo
Dziś to robisz Ty (Ty), tylko otrzyj łzy (łzy);discopolo
Dziś to robisz Ty, tylko otrzyj łzy;discopolo
Zaraz będzie dobrze, ej!;discopolo
ku północy, poza mury spalonego domu.;discopolo
łoskotem ciągną na front.;discopolo
zbiegł się ku dłoniom i zmalał jak muszla.;discopolo
sprawdzianem rzeczy.;discopolo
fałszywa miara rzeczy!;discopolo
— Masz jeszcze dobrą godzinę czasu — odrzekłem.;discopolo
czytał z powietrza nuty.;discopolo
Augustyn, ten od św. Moniki.;discopolo
uczucie, że trzeba odejść. Ja się panicznie boję!;discopolo
wykradzionych z antykwariatu książek.;discopolo
wraz z nią zostaną moje winiety!;discopolo
Żydóweczka podeszła do patefonu i zmieniła płytę.;discopolo
na dworcu jak przy molu portowym.;discopolo
— Nie bała się tak w biały dzień?;discopolo
mu się nad czołem.;discopolo
osznurowa-ne książki.;discopolo
Chociaż i żydowskie, ale wiesz pani..;discopolo
— Ale pan jakoś wyjechałeś szczęśliwie?;discopolo
muszą z nim dobrze, nie?;discopolo
Przechodząc koło kantoruj uchylił czapki.;discopolo
jak złoty szmat piasku.;discopolo
Maria uśmiechnęła się czule.;discopolo
grubsza kamieniem.;discopolo
altruistycznie za bramę, a korzyści;discopolo
przedsiębiorstwie;discopolo
martwe, jakby zamarzłe oczy.;discopolo
— przechylił się do mnie;discopolo
wypaliła o połowę mniej. Robotna, nie ma co!;discopolo
dokonywała się praca ocalania ducha ludzkiego.;discopolo
podsłuchać? Owszem, ale nie od nas!;discopolo
— Dzieci? — zdziwiłem się.;discopolo
Jeszcze z uniwersytetu w Heidelberg.;discopolo
— Czemu nie wyszedł z panią?;discopolo
Zadyszała się i zamilkła.;discopolo
podreptała na dwór.;discopolo
porankach poetyckich.;discopolo
spiętych, zmierzwionych niesfornie włosów.;discopolo
— Każdy ratuje się, jak może.;discopolo
— Jakże ja wrócę do domu?;discopolo
pomocne ramię żandarma. Wepchnął ją w tłum.;discopolo
pustoszał przed nadchodzącą łapanką.;discopolo
nie dostaniemy? Pewnie zrobią szperę wagonową?;discopolo
grysiki, lepiki, maty trzcinowe!;discopolo
sklepikarz odważników pożyczyć!;discopolo
urzędniczką. Oddał mi ją z niemą gestykulacją.;discopolo
— Niech da pięćdziesiąt.;discopolo
— Fiinfzig — rzekłem do tuby. — Abends?;discopolo
Niech będzie wieczorem.;discopolo
— A sprzeda pan chociaż te wiersze?;discopolo
parę tysięcy do spółki. Pan masz dobry łeb.;discopolo
powiązanymi w paczki.;discopolo
— Stara pomartwi się trochę i przestanie.;discopolo
— Bardzo być może.;discopolo
do dalszej konwersacji.;discopolo
drzwiom i czekałem na przyjście Marii.;discopolo
brama, trotuary, mury i domy ulicy nikły;discopolo
wysiłku wypchnął językiem policzek.;discopolo
można... Ja tam się od tego nie wzbogacę.;discopolo
Rozejrzał się z zainte-resowaniem po kątach.;discopolo
— powiedział żołnierz bez zniecierpliwienia.;discopolo
raus! — Proszę was bardzo — ausladen!;discopolo
uśmiechnął się przyjaźnie.;discopolo
— Jest pięć worków więcej. Weźmie pan dzisiaj?;discopolo
blask rozjaśnił mu policzki i odbił się w oczach.;discopolo
— Przeprowadzka? — zapytał mimochodem szofer.;discopolo
Śpi? Obudź go, już śpi dwie godziny.;discopolo
szeptem, podał szoferowi.;discopolo
